label,text
0,height of confidence all the aeronautics professors wer calld amp they wer askd 2 sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only 1 didnt move he saidif it is made by my studentsthis wont even start datz confidence
0,sorry light turned green i meant another friend wanted  ltgt  worth but he may not be around
0,jesus armand really is trying to tell everybody he can find
0,nah its straight if you can just bring bud or drinks or something thats actually a little more useful than straight cash
0,no one interested may be some business plan
0,sounds like you have many talents would you like to go on a dinner date next week
1,this is the 2nd time we have tried to contact u u have won the 1450 prize to claim just call 09053750005 b4 310303 tcsstop sms 08718725756 140ppm
0,lol oops sorry have fun 
0,messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom
0,sorry man my accounts dry or i would if you want we could trade back half or i could buy some shit with my credit card
0,did you see that film
1,no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info
0,have you seen whos back at holby
0,mum not going robinson already
1,okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm
0,lol well quality aint bad at all so i aint complaining
0,how i noe shes in da car now later then c lar im wearing shorts
0,wish u many many returns of the day happy birthday vikky
0,you only hate me you can call any but you didnt accept even a single call of mine or even you messaged
0,then u better go sleep dun disturb u liao u wake up then msg me lor
0,i can take you at like noon
0,i anything lor
0,send this to ur friends and receive something about ur voice how is my speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful of attitude 6romantic 7shy 8attractive 9funny  ltgt irritating  ltgt lovable reply me
0,then anything special
0,hi my email address has changed now it is 
0,watching tv now i got new job 
0,can meh thgt some will clash really ah i dun mind i dun seen to have lost any weight gee
0,kkwhy cant you come here and search job
0,ü v ma fan
0,mm feeling sleepy today itself i shall get that dear
0,ranjith cal drpd deeraj and deepak 5min hold
0,i think that tantrums finished so yeah ill be by at some point
0,how much would it cost to hire a hitman
0,no problem we will be spending a lot of quality time together
0,i will be gentle princess we will make sweet gentle love
1,will u meet ur dream partner soon is ur career off 2 a flyng start 2 find out free txt horo followed by ur star sign e g horo aries
1,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09065171142stopsms08718727870150ppm
0,at home also
0,already am squatting is the new way of walking
0,do you know when dad will be back
0,meet after lunch la
0,k wait chikkuil send aftr  ltgt mins
0,sorry no have got few things to do may be in pub later
0,im done oredi
0,great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
0,the gas station is like a block away from my house youll drive right by it since armenia ends at swann and you have to take howard
0,haf u found him i feel so stupid da v cam was working
1,a link to your picture has been sent you can also use httpalto18coukwavewaveaspo44345
0,mmmm i cant wait to lick it
0,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning
0,was the actual exam harder than nbme
0,cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later
0,ill have a look at the frying pan in case its cheap or a book perhaps no thats silly a frying pan isnt likely to be a book
0,now only i reached home   i am very tired now  i will come tomorro
0,what your plan for pongal
0,oh k  i will come tomorrow
1,private your 2003 account statement for shows 800 unredeemed sim points call 08718738001 identifier code 49557 expires 261104
0,hi its kate can u give me a ring asap xxx
1,22 days to kick off for euro2004 u will be kept up to date with the latest news and results daily to be removed send get txt stop to 83222
0,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas
1,call 09094100151 to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only
1,urgent please call 09061743811 from landline your abta complimentary 4 tenerife holiday or 5000 cash await collection sae tcs box 326 cw25wx 150ppm
1,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to 82468
0,true deari sat to pray evening and felt soso i smsd you in some time
0,getting tickets 4 walsall tue 6 th march my mate is getting me them on sat ill pay my treat want 2 go txt bak terry
0,no messageno responcewhat happend
0,did u got that persons story
1,bloomberg message center 447797706009 why wait apply for your future httpcareers bloombergcom
1,free unlimited hardcore porn direct 2 your mobile txt porn to 69200  get free access for 24 hrs then chrgd50p per day txt stop 2exit this msg is free
1,123 congratulations  in this weeks competition draw u have won the 1450 prize to claim just call 09050002311 b4280703 tcsstop sms 08718727868 over 18 only 150ppm
0,heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams
0,alright well bring it to you see you in like  ltgt  mins
0,if you mean the website yes
0,ya they are well and fine bbdpooja full pimpleseven she become quite blackand ur rite here its too cold wearing sweatter
0,i am on the way to tirupur
0,haha better late than ever any way i could swing by
0,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable
0,a guy who gets used but is too dumb to realize it
1,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to 83110 and see who you could meet
0,nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication it is very champlaxigating i think it is atrocious wotz ur opinion junna
1,private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires
0,gimme a few was  ltgt  minutes ago
0,k sure am in my relatives home sms me de pls
0,lol wtf random btw is that your lunch break
0,v skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey if i dont make it hav gd night
0,after completed degree there is no use in joining finance
0,come round its  
0,sorry went to bed early nightnight
0,oh just getting even with u u
0,you call him and tell now infront of them call him now
0,whatsup there dont u want to sleep
0,when you came to hostel
0,yes when is the appt again
1,urgent this is the 2nd attempt to contact uu have won 1000call 09071512432 b4 300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary max7 50
0,tension ahwhat machiany problem
0,if you r  home then come down within 5 min
0,text her if she doesnt reply let me know so i can have her log in
0,sorry for the delay yes masters
0,sorry i din lock my keypad
0,huh y lei
0,k fyi im back in my parents place in south tampa so i might need to do the deal somewhere else
0,hey what time is your driving on fri we go for evaluation on fri
1,urgent your mobile was awarded a 1500 bonus caller prize on 27603 our final attempt 2 contact u call 08714714011
0,i wonder if your phone battery went dead  i had to tell you i love you babe
0,i want to lick your pussy now
0,nope think i will go for it on monday sorry i replied so late
0,ya even those cookies have jelly on them
0,glad it went well  come over at 11 then well have plenty of time before claire goes to work
0,thanks for picking up the trash
0,and do you have any one that can teach me how to ship cars
0,the  ltgt g that i saw a few days ago the guy wants sell wifi only for  ltgt  and with 3g for  ltgt  thats why i blanked him
0,how long has it been since you screamed princess
0,no ill meet you in the library
0,i will lick up every drop  are you ready to use your mouth as well
0,response is one of d powerful weapon 2 occupy a place in others heart so always give response 2 who cares 4 u gud nightswt dreamstake care
0,eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office
0,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered  ltgt  to my account and  ltgt dollars got removed so the banks differ and charges also differbe sure you trust the 9ja person you are sending account details to cos
0,you are right though i cant give you the space you want and need this is really starting to become an issue i was going to suggest setting a definite move outif im still there after greece but maybe you are ready and should do it now
0,aiyah then i wait lor then u entertain me hee
0,thnx dude u guys out 2nite
0,what he said is not the matter my mind saying some other matter is there
0,lol  grins  im not babe but thanks for thinking of me
0,then what about further plan
0,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay
0,haha that was the first person i was gonna ask
0,tadaaaaa i am home babe are you still up 
0,i cant wait for cornwall hope tonight isnt too bad as well but its rock night shite anyway im going for a kip now have a good night speak to you soon
1,u are subscribed to the best mobile content service in the uk for 3 per 10 days until you send stop to 82324 helpline 08706091795
1,dear uve been invited to xchat this is our final attempt to contact u txt chat to 86688
0,could you not read me my love  i answered you
0,nothing just getting msgs by dis name wit different nos
0,just got outta class gonna go gym
0,hi hope ur day  good back from walk table booked for half eight let me know when ur coming over
0,if we win its really no 1 side for long time
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
0,k i might come by tonight then if my class lets out early
0,noooooooo please last thing i need is stress for once in your life be fair
0,ltgt  is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas  ltgt  good mornings afternoons evenings nights rememberi am the first to wishing u all theseyours raj
0,ive reached sch already
0,ups which is 3days also and the shipping company that takes 2wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff
0,please attend the phone
0,hey mr  and i are going to the sea view and having a couple of gays i mean games give me a bell when ya finish 
0,theres no point hangin on to mr not right if hes not makin u happy
0,oh then your phone phoned me but it disconnected
0,send his number and give reply tomorrow morning for why you said that to him like that ok
0,alright tylers got a minor crisis and has to be home sooner than he thought so be here asap
0,in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj
0,keng rocking in ashes
0,hurry home u big butt hang up on your last caller if u have to food is done and im starving dont ask what i cooked
0,thank you and by the way i just lost
0,from 5 to 2 only my work timing
0,hellodrivby0quit edrunk sorry iff pthis makes no senrddnot no how  dancce 2 drum n basqihave fun 2nhite x ros xxxxxxx
1,sorry i missed your call lets talk when you have the time im on 07090201529
0,are you sure you dont mean get here we made you hold all the weed
0,thanks honey have a great day
0,dont give a flying monkeys wot they think and i certainly dont mind any friend of mine and all that
0,or remind me in a few hrs
0,im reaching in another 2 stops
0,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you  grins
0,sorry  mail  
1,hack chat get backdoor entry into 121 chat rooms at a fraction of the cost reply neo69 or call 09050280520 to subscribe 25p pm dps bcm box 8027 ldn wc1n3xx
0,ill probably be around mu a lot
0,i wud never mind if u dont miss me or if u dont need me but u wil really hurt me wen u need me amp u dont tell me take care
0,i want to show you the world princess  how about europe
1,87077 kick off a new season with 2wks free goals  news to ur mobile txt ur club name to 87077 eg villa to 87077
0,hanging out with my brother and his family
0,yeah no probs  last night is obviously catching up with you speak soon 
0,today is accept dayu accept me as brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy
0,wishing you and your family merry x mas and happy new year in advance
1,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom
0,is that on the telly no its brdget jones
0,wheres mummys boy  is he being good or bad  is he being positive or negative  why is mummy being made to wait hmmmm
0,right on brah see you later
0,hey company elama po mudyadhu
0,mm not entirely sure i understood that text but hey ho which weekend
0,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow 
0,sorry pa i dont knw who ru pa
0, was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
0,was the farm open
0,eh u remember how 2 spell his name yes i did he v naughty make until i v wet
0,i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without askin me please and find things to laugh about i love you dearly
0,yar lor how u noe u used dat route too
0,sif we have one good partnership going we will take lead
0,oic i saw him too but i tot he din c me i found a group liao
0,ma head dey swell oh thanks for making my day
0,i see the letter b on my car
0,i wont touch you with out your permission
0,its justbeen overa week since we broke up and already our brains are going to mush
0,once a fishrman woke early in d mrng it was very dark he waited a while amp found a sack ful of stones he strtd throwin thm in2 d sea 2 pass time atlast he had jus 1stone sun rose up amp he found out tht those r nt stones those were diamonds moraldont wake up early in d mrng good night
0,later i guess i needa do mcat study too
0,pls speak to that customer machan
0,so what do you guys do
0,ladies first and genus second k 
0,still in the area of the restaurant ill try to come back soon
0,a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal  dt time a truck was speeding towards d gal wn it was about 2 hit d girld boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story i hv free msgsd gud ni8
1,mobile club choose any of the top quality items for your mobile 7cfca1a
0,how many times i told in the stage all use to laugh you not listen aha
0,sac needs to carry on
1,married local women looking for discreet action now 5 real matches instantly to your phone text match to 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
0,i think your mentor is  but not 100 percent sure
0,this is one of the days you have a billion classes right
0,whats that coming over the hill is it a monster hope you have a great day things r going fine here busy though 
0,really do hope the work doesnt get stressful have a gr8 day
0,im really not up to it still tonight babe
0,oh yeah clearly its my fault
0,housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand
0,sure whenever you show the fuck up gt
0,multiply the numbers independently and count decimal points then for the division push the decimal places like i showed you
0,it does it on its own most of the time it fixes my spelling but sometimes it gets a completely diff word go figure
0,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that
0,so what did the bank say about the money
0,yunny im goin to be late
0,i know you are can you pls open the back
0,i want  ltgt  rs dado you have it
0,i absolutely love south park i only recently started watching the office
0,joys father is john then john is the ____ of joys father if u ans ths you hav  ltgt  iq tis s ias question try to answer
0,hows my favourite person today r u workin hard couldnt sleep again last nite nearly rang u at 430
0,but im surprised she still can guess right lor
0,speak only when you feel your words are better than the silence gud mrng
0,good morning pookie pie lol hope i didnt wake u up
0,wnevr i wana fal in luv vth my books my bed fals in luv vth me  yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
0,you should change your fb to jaykwon thuglyfe falconerf
0,even u dont get in trouble while convincingjust tel him once or twice and just tel neglect his msgs dont c and read itjust dont reply
0,thats the way you should stay oh
0,"keep ur problems in ur heart bcoz nobody will fight for u only u amp u have to fight for ur self amp win the battle vivekanand g 9t sd
ham	yeah give me a call if youve got a minute
ham	hi babe uawakefeellikw shitjustfound out via aletter thatmum gotmarried 4thnovbehind ourbacks  fuckinniceselfishdeviousbitchanywayil call u"
0,hcl chennai requires freshers for voice processexcellent english neededsalary upto  ltgt call mssuman  ltgt  for telephonic interview via indyarockscom
0,i couldnt say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night
0,ok sweet dreams
0,cancel cheyyamoand get some money back
0,u still havent got urself a jacket ah
0,yes rent is very expensive so its the way we save
0,yup bathe liao
0,call me when ure done
0,k i will sent it again
0,sure but make sure he knows we aint smokin yet
0,same im at my great aunts anniversary party in tarpon springs
0,if you want to mapquest it or something look up usf dogwood drive thats the tiny street where the parking lot is
0,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply
0,i don know account detailsi will ask my mom and send youmy mom is out of reach now
0,please dont text me anymore i have nothing else to say
0,lets pool our money together and buy a bunch of lotto tickets if we win i get ltgt  u get ltgt  deal
1,private your 2003 account statement for shows 800 unredeemed sim points call 08715203685 identifier code4xx26 expires 131004
0,ok chinese food on its way when i get fat youre paying for my lipo
0,he is impossible to argue with and he always treats me like his sub like he never released me  which he did and i will remind him of that if necessary
0,buzz hey my love  i think of you and hope your day goes well did you sleep in  i miss you babe i long for the moment we are together againloving smile
0,sorry about earlier putting out firesare you around to talk after 9 or do you actually have a life lol
0,ok very good its all about making that money
1,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts call mobileupd8 08001950382 or call2optout674
1,a 400 xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a 400 reward just call 09066380611
0,ok which your another number
0,yesbut they said its it
0,sounds like something that someone testing me would sayy
0,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes
0,just got part nottingham  3 hrs 63miles good thing i love my man so much but only doing 40mph hey ho
0,rose needs water season needs change poet needs imaginationmy phone needs ur sms and i need ur lovely frndship forever
0,ok u can take me shopping when u get paid d
0,good night my dear sleepwellamptake care
0,im meeting darren
1,you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from o2fwd only 18ptxt
0,its a laptop take it with you
0,do 1 thing change that sentence into because i want 2 concentrate in my educational career im leaving here
0,you still around i could use a half8th
0,ultimately tor motive tui achieve korli
0,hi darlin did youphone me im athome if youwanna chat
0,my painful personal thought i always try to keep everybody happy all the time but nobody recognises me when i am alone
0,when you guys planning on coming over
0,jay wants to work out first hows 4 sound
0,what r u cooking me for dinner
0,ok da i already planned i wil pick you
0,shall i start from hear
1,hard live 121 chat just 60pmin choose your girl and connect live call 09094646899 now cheap chat uks biggest live service vu bcm1896wc1n3xx
0,i cant pick the phone right now pls send a message
1,customer loyalty offerthe new nokia6650 mobile from only 10 at txtauction txt word start to no 81151  get yours now 4tctxt tc 150pmtmsg
0,aight ill get on fb in a couple minutes
0,yep then is fine 730 or 830 for ice age
0,good morning my dear shijutta have a great amp successful day
0,lol yes our friendship is hanging on a thread cause u wont buy stuff
0,do well all will for little time thing of good times ahead
0,so li hai me bored now da lecturer repeating last weeks stuff waste time 
1,save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from a superb selection with national delivery brought to you by weddingfriend
0,jokin only lar  depends on which phone my father can get lor
0,hasnt that been the pattern recently crap weekends
0,how much for an eighth
0,joys father is john then john is the name of joys father mandan
0,im hungry buy smth home
0,goodmorningmy grandfather expiredso am on leave today
0,you will be in the place of that man
0,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem
0,i dont know what to do to come out of this so only am ask questions like this dont mistake me
0,sorry battery died yeah im here
1,am new 2 club  dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls1minmobsmore lkpobox177hp51fl
0,i dnt wnt to tlk wid u
0,ok
0,shall i bring us a bottle of wine to keep us amused only joking ill bring one anyway
0,finally it has happened aftr decades beer is now cheaper than petrol the goverment expects us to drink   but dont drive 
0,no shoot me im in the docs waiting room 
0,no shes currently in scotland for that
1,do you want a new video handset 750 any time any network mins unlimited text camcorder reply or call now 08000930705 for del sat am
0,k makes sense btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas
1,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed 1000 cash or 5000 prize
0,great i hope you like your man well endowed i am  ltgt  inches
1,wow the boys r back take that 2007 uk tour win vip tickets  prebook with vip club txt club to 81303 trackmarque ltd infovipclub4u
0,dunno he jus say go lido same time 930
0,o ic lol should play 9 doors sometime yo
0,how long does applebees fucking take
0,me sef dey laugh you meanwhile hows my darling anjie
0,is toshiba portege m100 gd
0,im fine hope you are also
0,yup im still having coffee wif my frens my fren drove shell give me a lift
0,ssnervous  ltgt 
0,haf u eaten wat time u wan me 2 come
1,had your contract mobile 11 mnths latest motorola nokia etc all free double mins  text on orange tariffs text yes for callback no to remove from records
1,burger king  wanna play footy at a top stadium get 2 burger king before 1st sept and go large or super with cocacola and walk out a winner
0,ki deleted my contact that why
0,tell them u have a headache and just want to use 1 hour of sick time
0,5 nightswe nt staying at port step liaotoo ex
0,ask g or iouri ive told the story like ten times already
0,i donno its in your genes or something
1,urgent you have won a 1 week free membership in our 100000 prize jackpot txt the word claim to no 81010 tc wwwdbuknet lccltd pobox 4403ldnw1a7rw18
1,please call our customer service representative on 0800 169 6031 between 10am9pm as you have won a guaranteed 1000 cash or 5000 prize
0,yeah probably here for a while
0,ok i am a gentleman and will treat you with dignity and respect
0,sorry ill call later
0, said kiss kiss i cant do the sound effects he is a gorgeous man isnt he kind of person who needs a smile to brighten his day 
0,yar but they say got some error
0,boo im on my way to my moms shes making tortilla soup yummmm
0,alright ill make sure the car is back tonight
0,true it is passable and if you get a high score and apply for phd you get 5years of salary so it makes life easier
0,honestly ive just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out
0,haha sounds crazy dunno can tahan anot
0,oh kkwhere did you take test
0,got but got 2 colours lor one colour is quite light n e other is darker lor actually im done shes styling my hair now
1,free for 1st week no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone
1,for ur chance to win a 250 wkly shopping spree txt shop to 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
1,congratulations  thanks to a good friend u have won the 2000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute btnationalrate
0,im putting it on now it should be ready for  lttimegt 
1,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18
0,good morning plz call me sir
0,wait do you know if wesleys in town i bet she does hella drugs
0,7 at esplanade do ü mind giving me a lift cos i got no car today
0,thanks honey but still havent heard anything i will leave it a bit longer so not 2 crowd him and will try later  great advice thanks hope cardiff is still there
0,lol now im after that hot air balloon
0,can come my room but cannot come my house cos my house still messy haha
0,k give me a sec breaking a  ltgt  at cstore
0,cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor then he started guessing who i was wif n he finally guessed darren lor
0,just sing hu i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through even things like choosing a phone plan require guidance when in doubt ask especially girls
0,call me da i am waiting for your call
1,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16
1,we tried to contact you re your reply to our offer of a video handset 750 anytime networks mins unlimited text camcorder reply or call 08000930705 now
0,sorry my roommates took forever it ok if i come by now
0,daddy shu shu is looking 4 u u wan me 2 tell him ure not in singapore or wat
0,what im saying is if you havent explicitly told nora i know someone im probably just not gonna bother
0,now u sound like manky scouse boy stevelike i is travelling on da bus homewot has u inmind 4 recreation dis eve
0,im in solihull  do you want anything
0,gud mrng dear hav a nice day
0,dude how do you like the buff wind
0,yup wun believe wat u really neva c e msg i sent shuhui
0,did you get any gift this year i didnt get anything so bad
1,hello from orange for 1 months free access to games news and sport plus 10 free texts and 20 photo messages reply yes terms apply wwworangecoukow
0,ü still attending da talks
0,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin 4 dinner den i might b able to join
0,oh is it send me the address
0,my sister in law hope you are having a great month just saying hey abiola
0,also maaaan are you missing out
0,nope im still in the market
0,u coming back 4 dinner rite dad ask me so i re confirm wif u
0,ok
0,well balls time to make calls
0,im ok will do my part tomorrow
0,lol no i just need to cash in my nitros hurry come on before i crash out
0,except theres a chick with huge boobs
0,i know girls always safe and selfish know i got it pa thank you good night
0,how is your schedule next week i am out of town this weekend
0,hi happy birthday hi hi hi hi hi hi hi
0,hi msg meim in office
0,kkhow is your sister kids
0,oh you got many responsibilities
0,now press conference da
0,hi my engagement has been fixd on  ltgt th of next month i know its really shocking bthmm njan vilikkamt ws al of a sudn
0,its sunny in california the weathers just cool
0,dad went out oredi 
0,are you willing to go for aptitude class
0,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i cant settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know
0,where are you  you said you would be here when i woke  
0,haha awesome ive been to 4u a couple times who alls coming
0,tmr timin still da same wat cos i got lesson until 6
0,both  i shoot big loads so get ready
0,fair enough anything going on
0,i cant describe how lucky you are that im actually awake by noon
0,hi kindly give us back our documents which we submitted for loan from stapati
0,my love  how come it took you so long to leave for zahers i got your words on ym and was happy to see them but was sad you had left i miss you
0,ey calm downon theacusations itxt u cos iwana know wotu r doin at thewend haventcn u in agesring me if ur up4 nething satlove j xxx
0,horrible u eat macs eat until u forgot abt me already rite u take so long 2 reply i thk its more toot than b4 so b prepared now wat shall i eat
0,so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck
0,we live in the next  ltgt mins
0,it should take about  ltgt  min
0,no nothis is kallis home groundamla home town is durban
1,youve won tkts to the euro2004 cup final or 800 cash to collect call 09058099801 b4190604 pobox 7876150ppm
0,ok ok take care i can understand
1,important information 4 orange user 0789xxxxxxx today is your lucky day2find out why log onto httpwwwurawinnercom theres a fantastic surprise awaiting you
0,you busy or can i come by at some point and figure out what were doing tomorrow
1,hey boys want hot xxx pics sent direct 2 ur phone txt porn to 69855 24hrs free and then just 50p per day to stop text stopbcm sf wc1n3xx
0,good afternoon sexy buns how goes the job search  i wake and you are my first thought as always my love i wish your fine and happy and know i adore you
0,will be out of class in a few hours sorry
0,glad to see your reply
0,sorry ill call later
0,not much no fights it was a good nite
0,yo you guys ever figure out how much we need for alcohol jay and i are trying to figure out how much we can safely spend on weed
0,my superior telling that friday is leave for all other department except oursso it will be leave for youany way call waheed fathima hr and conform it
0,probably earlier than that if the stations where i think it is
0,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go
0,of course i guess gods just got me on hold right now
0,i have had two more letters from  i will copy them for you cos one has a message for you speak soon
0,if you hear a loud scream in about ltgt minutes its cause my gyno will be shoving things up me that dont belong 
0,kallis is ready for bat in 2nd innings
0,what type of stuff do you sing
0,i was at bugis juz now wat but now im walking home oredi ü so late then reply i oso saw a top dat i like but din buy where r ü now 
0,bring home some wendy d
0,thk shld b can ya i wana go 4 lessons haha can go for one whole stretch
0,wif my family booking tour package
0,whats ur pin
0,good do you think you could send me some pix i would love to see your top and bottom
0,i want to tel u one thing u should not mistake me k this is the message that you sent
1,123 congratulations  in this weeks competition draw u have won the 1450 prize to claim just call 09050002311 b4280703 tcsstop sms 08718727868 over 18 only 150ppm
1,urgent your mobile number  won a 2000 bonus caller prize on 100603 this is the 2nd attempt to reach you call 09066368753 asap box 97n7qp 150ppm
1,you are being contacted by our dating service by someone you know to find out who it is call from a land line 09050000928 pobox45w2tg150p
0,super dagood replacement for murali
0,teach me apps da when you come to college
0,yes but i dont care i need you bad princess
0,i dont thnk its a wrong calling between us
0,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da
0,why are u up so early
0,fine i miss you very much
0,just checking in on you really do miss seeing jeremiah do have a great month
0,sorry ill call later
0,did you stitch his trouser
0,haha can but im having dinner with my cousin
0,how much is torch in 9ja
0,look at amy ure a beautiful intelligent woman and i like u a lot i know u dont like me like that so dont worry
0,christmas is an occasion that is celebrated as a reflection of ur values desires affectionsamp traditions have an ideal christmas
0,dont hesitate you know this is the second time she has had weakness like that so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
0,yeah do dont stand to close tho youll catch something
0,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic
0,babe  i love you  covers your face in kisses
1,private your 2003 account statement for 078
0,yesmum lookin strong
0,lol your always so convincing
0,shb b ok lor thanx
0,wait  ltgt  min
0,happy birthday may u find ur prince charming soon n dun work too hard
0,im watching lotr w my sis dis aft so u wan 2 meet me 4 dinner at nite a not
0,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr8 weekend
0,hey babe i saw you came online for a second and then you disappeared what happened 
0,my no in luton 0125698789 ring me if ur around h
0,u sick still can go shopping
0,this pain couldnt have come at a worse time
0,why she wants to talk to me
1,private your 2003 account statement for shows 800 unredeemed s i m points call 08715203652 identifier code 42810 expires 29100
0,die i accidentally deleted e msg i suppose 2 put in e sim archive haiz i so sad
0,are you still getting the goods
0,no deam seeing in online shop so that i asked
0,sorry dai was thought of calling you lot of timeslil busyi will call you at noon
0,pls call me da what happen
0,no dahe is stupid daalways sending like thisdon believe any of those messagepandy is a mental
0,lmao you know me so well
0,thats cool i liked your photos you are very sexy
0,saw guys and dolls last night with patrick swayze it was great
0,have you emigrated or something ok maybe 530 was a bit hopeful
1,you have won as a valued vodafone customer our computer has picked you to win a 150 prize to collect is easy just call 09061743386 
0,thank you princess you are so sexy
1,i dont know u and u dont know me send chat to 86688 now and lets find each other only 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years or over
0,are you in town this is v important
0,very strange  and  are watching the 2nd one now but im in bed sweet dreams miss u 
0,tomorrow i am not going to theatre   so i can come wherever u call me   tell me where and when to come tomorrow
0,pls pls find out from aunt nike
1,hot live fantasies call now 08707500020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call
0,no callsmessagesmissed calls
